COMMUNE,LIEU_DIT,DEPARTEMENT,LONG_L93,LAT_L93,LAT_WGS,LONG_WGS,Département,Ancienne Région,Nouvelle Région,DPT_str
VERTEUIL-SUR-CHARENTE,Bois de La Tremblaye,16,484010.0,6546840.0,45.98693313532546,0.20925884537820227,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
CHAMPAGNE-MOUTON,Grotte de Grosbot,16,499279.0,6548629.0,46.00772118436309,0.4056384677291189,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
ANNEPONT,Mairie d'Annepont,17,419441.0,6533475.0,45.843097576527214,-0.6160807684101542,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-LOUP-LAMAIRÉ,Desmoulines,79,460088.0,6637956.0,46.79871974014693,-0.14641049028980965,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
FENIOUX,Cézelle,79,434029.0,6613188.0,46.56606718956285,-0.4734699588826316,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-MICHEL-LE-CLOUCQ,Brelouze,85,411374.0,6605240.0,46.48522924882638,-0.7639597410140808,85,Pays de la Loire,Pays de la Loire,Vendée
RANCOGNE,Grotte de Rancogne,16,498180.0,6514240.0,45.69789346262592,0.40604020194317025,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
SAINT-BONNET-SUR-GIRONDE,Goizet (W),17,414271.0,6479520.0,45.3556193233304,-0.6504946308304114,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
MELLE,Grottes de Loubeau,79,457196.0,6573023.0,46.21346044795033,-0.15034094434111642,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-SAVINIEN,Bois de l'Héraudière,17,413612.0,6541466.0,45.912549374705044,-0.6959186647118211,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-GENEST-D'AMBIÈRE,La Poulasserie - cave,86,501795.13,6640103.49,46.83170600066438,0.3992081542546175,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
MELLE,Musée des Mines d'Argent,79,457425.98,6573293.55,46.2159773301218,-0.1475000043176272,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-SULPICE-DE-COGNAC,Carrière des Chaudrolles (NW),16,437041.31,6522306.29,45.74964526440778,-0.3833562697529652,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
GARAT,Carrière de Bellevue (Garat),16,486251.0,6506073.0,45.62076324859372,0.25648441449301146,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
AIRVAULT,Pont de Vernay (Four à chaux),79,460281.0,6640539.0,46.82202755267544,-0.1452306213848066,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
IRAIS,Rivière souterraine d'Irais,79,464185.15,6644233.48,46.85665487754885,-0.09595871479908119,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
RANTON,Ranton - centre-bourg,86,469946.0,6660152.0,47.00188188738862,-0.028412121417879292,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
TOURTENAY,Boulogne,79,462943.0,6664366.0,47.037338006612664,-0.12269705657093588,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-MÊME-LES-CARRIÈRES,Saint-Même-les-Carrières-Le bourg,16,455251.18,6509767.82,45.64360895088379,-0.14289840552570143,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
SAINT-SAVINIEN,Vaufraîche,17,412426.58,6538617.38,45.886425591037856,-0.7094686529599795,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-SAVINIEN,Les Hubles,17,417708.51,6539428.25,45.89593277504825,-0.6419154990969381,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-SULPICE-D'ARNOULT,Carrière de Fief de Foye (principale),17,404441.0,6534113.0,45.84248756299886,-0.8095175854708275,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-SAVINIEN,Bois Vachon,17,415377.27,6541046.08,45.90951359160663,-0.6729184122838032,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
LE PUY-NOTRE-DAME,Cave Billard,49,455891.0,6674479.0,47.125763766332334,-0.22092102233234515,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
SAINT-SAVINIEN,Les Roches,17,414270.74,6538042.6,45.882032730527406,-0.6853693112128422,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
TESSON,Carrière du Clône,17,415839.74,6511644.79,45.64523590297428,-0.649436247090799,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
THÉNAC,Les Mauds (Est),17,414044.42,6513766.21,45.66356898040729,-0.6737268503236326,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
THÉNAC,Les Mauds (Centre),17,413573.46,6514321.63,45.66836761245344,-0.6801009335356643,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
CHANIERS,Bois de Chez Villain (W),17,424108.33,6522079.42,45.742493446963145,-0.5494084228808506,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
JONZAC,Carrière de Bellevue (Jonzac),17,432277.0,6487237.0,45.432299354338504,-0.42502021648138455,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
LA CLISSE,Carrière de la Roche,17,408177.55,6520712.59,45.723567313062844,-0.7532260756376545,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
RÉTAUD,Chez Griffon,17,412028.0,6514009.0,45.66490541902356,-0.6997404660657516,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
TESSON,Les Chaboisseaux (N),17,416275.1,6511009.93,45.63970617892247,-0.6434769626119795,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
VÉNÉRAND,Chez Bruneteau,17,423245.0,6527814.0,45.79373028278226,-0.563827835741405,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
MARIGNAC,Carrière de Cordis,17,428391.74,6495994.65,45.50955432764652,-0.47959507715124367,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-SAVINIEN,Chez Bibi,17,418523.0,6538781.0,45.89044817140516,-0.6310386683978143,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
PISSOTTE,Tunnel ferroviaire,85,408214.16,6607714.77,46.506124278424146,-0.8066582836723615,85,Pays de la Loire,Pays de la Loire,Vendée
CHAMPDENIERS-SAINT-DENIS,Rivière souterraine de Champdeniers,79,439064.0,6603874.0,46.48425249975208,-0.40255905258382624,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
BIARD,Grotte de la Norée,86,493483.75,6611809.71,46.57457852142314,0.3029080730863415,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
LES TROIS-MOUTIERS,Carrière de la Roche Vernaize ,86,474459.22,6663852.85,47.03672109128528,0.029110869003858317,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
MIREBEAU,Carrière de la Boule d'Or,86,487432.7124,6636362.981,46.79363519043154,0.21263151282665207,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
GLÉNOUZE,Cave de la Corbinière,86,472189.54,6659917.33,47.000541325634586,0.0012103890790810092,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
SAINT-LÉGER-DE-MONTBRILLAIS,6 rue de Chalon,86,470092.57,6667870.18,47.071370330896855,-0.030381877534708952,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
TERNAY,Montjaugin - cave long de la route,86,468189.54,6664792.33,47.04302040512847,-0.05387235514326862,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
CISSAC-MÉDOC,Carrière Larrivaux,33,401119.1,6466122.7,45.22952725732024,-0.8100163083642251,33,Aquitaine,Nouvelle-Aquitaine,Gironde
LE BUSSEAU,La Bourtière,79,424330.0,6612547.0,46.55639101132339,-0.5995811493237055,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
MONCOUTANT-SUR-SÈVRE,Guibaud,79,426089.0,6625887.0,46.67710436676944,-0.584546398231854,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
LE PIN,Beauregard,79,422223.0,6648476.0,46.8786878392889,-0.6487177519156989,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
XAINTRAY,Puy-Chenin,79,433080.0,6606415.0,46.504763010677834,-0.4819495563105937,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
LESSAC,Viaduc de Lessac,16,520915.52,6554352.67,46.06529582616559,0.682954841946891,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
MELLE,Château de Gagemont,79,455935.0,6572907.0,46.21196264378818,-0.16662438949899636,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
FAYE-L'ABBESSE,Faye-L'Abbesse - Bourg,79,444460.0,6641969.0,46.82903202411051,-0.3533644760110153,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
LE PUY-NOTRE-DAME,Cave Lepidi,49,455341.0,6673214.0,47.11418230258108,-0.22748813065084827,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
ORCHES,Les Poiriers (carrières),86,498070.9,6644077.81,46.866355203090365,0.3486257385415614,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
SOSSAIS,Les Raboteaux - carrière,86,500320.94,6643872.66,46.86518543112583,0.3782368401635207,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
THURÉ,Le Parc,86,506091.0,6643914.0,46.867257195546166,0.4539262906317029,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
MAULÉON,Château de La Blandinière,79,412250.0,6655066.0,46.9337318595734,-0.7836652170441255,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
NOAILLES,Gouffre de la Fage,19,583900.0,6443237.0,45.07863272818359,1.5244813243881419,19,Limousin,Nouvelle-Aquitaine,Correze
SENILLÉ-SAINT-SAUVEUR,Les Pieds Grimaud - CAVEPRINCI,86,518253.3,6633294.89,46.77510750272177,0.617725364640077,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
BEAUMONT,Carrière de La Madeleine,86,505285.24,6631068.89,46.75142730884652,0.4488011429998082,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
BRISSAC-LOIRE-AUBANCE,Caves de Vau Robert,49,448403.0,6699730.0,47.350096091228856,-0.33366492841894935,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
MIGNÉ-AUXANCES,Carriere des Sablons Limbre,86,492788.58,6618484.13,46.634427706155115,0.29084679685381526,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
SENILLÉ-SAINT-SAUVEUR,La Grande Narbonne,86,516915.57,6633784.36,46.77914796920089,0.6000066635510612,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
SOYAUX,Grande Carrière du Lion de Saint-Marc,16,480803.0,6507650.0,45.633228948730945,0.18589551777589516,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
SERS,Carrière de la Brousse,16,489377.15,6500845.83,45.57469206544409,0.29887185261025606,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
SIREUIL,Carrière de Sireuil,16,466885.13,6507897.6,45.63084981330669,0.007260051098914727,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
SAINT-SAVINIEN,Chez Renard,17,418240.08,6538970.7,45.89203742562013,-0.6347957371742683,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
BORDS,Les Chaumes (E),17,409715.28,6540247.81,45.89993905041673,-0.745386911036038,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
CAMBLANES-ET-MEYNAC,Le Pine,33,425125.2,6413054.0,44.76218583544063,-0.4746623264846891,33,Aquitaine,Nouvelle-Aquitaine,Gironde
CESSAC,Champignonnière de Barreau,33,448581.29,6408819.28,44.73298532313096,-0.17633916313417192,33,Aquitaine,Nouvelle-Aquitaine,Gironde
DOUÉ-EN-ANJOU,Caves du Petit Saumur,49,453639.0,6681663.0,47.189555153249884,-0.2545064626325262,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
GENNES-VAL-DE-LOIRE,Sablon - Passedroit,49,447962.0,6697035.0,47.32568899544359,-0.3379926064395923,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
GENNES-VAL-DE-LOIRE,Caves du Chapeau (droite et gauche),49,454954.0,6697930.0,47.33636244494636,-0.2459832722288289,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
GENNES-VAL-DE-LOIRE,Cave Prieur,49,458345.0,6696913.0,47.32846052223668,-0.20056843950971778,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
SAINT-GEORGES-DES-COTEAUX,Carriere de la Fontaine,17,411424.06,6524861.06,45.762263817234896,-0.7140412101469791,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-PORCHAIRE,Carrière des Champs Taunais,17,404887.0,6533812.0,45.839973766527535,-0.8035911632331608,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-SAVINIEN,La Quine (S),17,411977.0,6539292.0,45.89230350536274,-0.7156685117321632,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SOYAUX,Carrière de la Simonette,16,482243.0,6506884.0,45.626796101759304,0.2047150777508166,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
VŒUIL-ET-GIGET,Carrieres de Giget,16,478800.95,6504807.13,45.60700075570973,0.16152617209278547,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
BUSSAC-SUR-CHARENTE,La Roche (Bussac),17,418073.0,6527096.0,45.78515071399444,-0.6299110090705866,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
ÉCOYEUX,Chez Richard,17,425130.0,6529621.0,45.81074903093844,-0.5406296224719817,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
FONTEVRAUD-L'ABBAYE,Caves des Baillargeau,49,476676.0,6680966.0,47.19143129519701,0.04986568330288016,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
OMET,Carrière de la Boye,33,440335.0,6401111.0,44.66061409717407,-0.2763638318800439,33,Aquitaine,Nouvelle-Aquitaine,Gironde
SAUMUR,Impasse de la Cure,49,470745.0,6686659.0,47.24062506184892,-0.03129322066639112,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
SAUMUR,Caves du Coteau Bizeau,49,470696.0,6686953.0,47.24325294602944,-0.03208967840493639,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
VIGNOLS,Viaduc de Rouchat,19,573233.0,6471398.0,45.33026982489062,1.3816159373522041,19,Limousin,Nouvelle-Aquitaine,Correze
BORDS,Poney club de Charron,17,408553.27,6539778.85,45.8952237582951,-0.7600691786916356,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
LOUDUN,Carrière loudun,86,479314.56,6661241.38,47.014851767310084,0.0942737196235596,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
DAIGNAC,Carrière du Génie,33,442997.7,6416102.1,44.79645364805277,-0.25058715702406886,33,Aquitaine,Nouvelle-Aquitaine,Gironde
LA TOUR-BLANCHE-CERCLES,Les Garennes (La Tour-Blanche),24,499548.0,6477733.0,45.36973618763059,0.438824342255864,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
LA TOUR-BLANCHE-CERCLES,Carrière de Jovelle n°4,24,498772.0,6476700.0,45.36021244321829,0.4293459154942621,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
BRANTÔME-EN-PÉRIGORD,Carrière Saint-Roch,24,515711.0,6476411.0,45.362367244460195,0.645714742424148,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
SIREUIL,Les Champs Barate,16,467468.0,6507988.0,45.63186189692283,0.01469197107225582,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
MAGNAC-SUR-TOUVRE,Carrière de Bussac,16,485272.0,6508787.0,45.64488045434664,0.24271301733030712,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
MAREUIL-SUR-LAY-DISSAIS,Lavert,85,374132.0,6611651.0,46.525866058218675,-1.2532456999900337,85,Pays de la Loire,Pays de la Loire,Vendée
LERNÉ,Caves du Haut-Midi,37,481789.0,6674668.0,47.136468645957585,0.12038104386716571,37,Centre,Centre-Val de Loire,Indre-et-Loire
LE POIRÉ-SUR-VIE,La Turquoisière,85,358640.0,6639404.0,46.76767317714481,-1.4755362825556728,85,Pays de la Loire,Pays de la Loire,Vendée
